__label__ham	Don know:)this week i'm going to tirunelvai da.
__label__ham	Sorry, I'll call later
__label__ham	Still in the area of the restaurant. Ill try to come back soon
__label__spam	Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
__label__ham	Was playng 9 doors game and gt racing on phone lol
__label__ham	I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.
__label__ham	Why don't you wait 'til at least wednesday to see if you get your .
__label__ham	Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam
__label__ham	Thanx a lot...
__label__ham	You want to go? 
__label__ham	Ugh my leg hurts. Musta overdid it on mon.
__label__ham	I had askd u a question some hours before. Its answer
__label__ham	Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself. 
__label__ham	And he's apparently bffs with carly quick now
__label__spam	Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout
__label__spam	Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd
__label__ham	Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was
__label__ham	Wat r u doing now?
__label__spam	Reply to win å£100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service
__label__spam	Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz
__label__ham	Dear i have reache room
__label__ham	Have you always been saying welp?
__label__ham	Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-)
__label__ham	Was just about to ask. Will keep this one. Maybe that's why you didn't get all the messages we sent you on glo
__label__ham	Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
__label__ham	Yes:)here tv is always available in work place..
__label__ham	Ok... U enjoy ur shows...
__label__ham	IÛ÷ll have a look at the frying pan in case itÛ÷s cheap or a book perhaps. No thatÛ÷s silly a frying pan isnÛ÷t likely to be a book
__label__ham	Wot u up 2 u weirdo?
__label__ham	If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number
__label__ham	Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do
__label__ham	I gotta collect da car at 6 lei.
__label__ham	Yes.i'm in office da:)
__label__ham	Found it, ENC  &lt;#&gt; , where you at?
__label__ham	Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...
__label__ham	Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.
__label__ham	Sary just need Tim in the bollox &it hurt him a lot so he tol me!
__label__ham	In that case I guess I'll see you at campus lodge
__label__ham	What time you coming down later? 
__label__ham	Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me
__label__spam	Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX
__label__ham	When're you guys getting back? G said you were thinking about not staying for mcr
__label__ham	Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....
__label__ham	K.:)do it at evening da:)urgent:)
__label__ham	I called and said all to him:)then he have to choose this future.
__label__ham	Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!
__label__ham	He remains a bro amongst bros
__label__spam	TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468
__label__ham	Yo theres no class tmrw right?
__label__ham	"\Hey! do u fancy meetin me at 4 at cha åÐ hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x\"""""
__label__ham	They r giving a second chance to rahul dengra.
__label__ham	Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...
__label__ham	Hi. I'm sorry i missed your call. Can you pls call back.
__label__ham	"\Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx\"""""
__label__ham	Hello madam how are you ?
__label__spam	Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner
__label__spam	Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!
__label__ham	I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.
__label__ham	Ladies first and genus second k .
__label__spam	Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
__label__spam	"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their \suppliers\"""
__label__ham	Aiyah then i wait lor. Then u entertain me. Hee...
__label__ham	Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow
__label__ham	Can you do a mag meeting this avo at some point?
__label__ham	Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?
__label__ham	Where are you ? You said you would be here when I woke ... :-(
__label__ham	New car and house for my parents.:)i have only new job in hand:)
__label__ham	U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...
__label__ham	Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..
__label__ham	So when you gonna get rimac access 
__label__ham	Quite lor. But dun tell him wait he get complacent...
__label__ham	Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.
__label__ham	Hmmm.but you should give it on one day..
__label__ham	Mm so you asked me not to call radio
__label__ham	Wherre's my boytoy ? :-(
__label__spam	449050000301 You have won a å£2,000 price! To claim, call 09050000301.
__label__ham	Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!
__label__ham	Lol, oh you got a friend for the dog ?
__label__ham	Jason says it's cool if we pick some up from his place in like an hour
__label__ham	Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.
__label__spam	FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for å£3/wk
__label__ham	I have a rather prominent bite mark on my right cheek
